id,no_serie,no_factura,fecha,nombre_del_cliente,NIT,direccion,cantidad,productos,precio,descuento,envio,total
141,85356,89317194,2020-02-01,Kathryn Bartlett,3345307801,PSC 2074  Box 6640 APO AP 11625,9:1,Escritorio:Taladro,912.26:284.01,420.6224307297767,14.85,8088.577569270224
142,14955,98119024,2023-05-10,Shannon Sanchez,9945416059,508 Kennedy Ranch Port Tara  MO 45525,10:4,Regadera:Novela,805.3:951.49,1049.3415127350816,14.49,10824.108487264917
143,97911,50940421,2021-06-09,Amanda Leonard,6563229900,USNS Turner FPO AA 62433,4:9,Cremas para la piel:Tablet,236.27:397.13,379.02669713701835,10.31,4150.533302862982
144,55763,88320820,2022-03-21,Jennifer Collins,5987623475,014 Klein Road Apt. 919 Masonville  NE 56275,6:6,Smartphone:Poesía,940.43:640.7,781.0120042946359,17.35,8723.117995705365
145,33474,42839534,2020-11-05,Susan Parker,5468811992,7964 Morales Isle South Kaitlinland  NM 27524,3:6,Laptop:Herramientas de jardinería,364.26:571.18,84.79406111510099,19.53,4454.595938884899
146,30161,70853421,2022-01-30,Miss Stephanie Sexton,9036330436,831 Jaclyn Lane Perezborough  SC 83203,2:5,Guía de viaje:Poesía,369.8:640.7,377.8177037181787,6.91,3572.192296281821
147,52966,37996037,2021-06-25,Robert Fischer,2264530404,538 Williams Harbors Apt. 595 Thorntonbury  ID 99892,10:3,Martillo:Smartwatch,315.09:208.54,243.91963059855195,7.99,3540.5903694014473
148,74524,72371058,2019-10-01,Aaron Horne,1988000887,8209 Long Hollow Apt. 429 East Dorothy  VA 95711,4:1,Destornillador:Juego de mesa,443.45:111.05,24.479200342283843,9.18,1869.5507996577162
149,30462,51124801,2024-03-27,Diana Melendez DVM,8119251369,Unit 5557 Box 3280 DPO AP 43260,8:8,Llave inglesa:Cámara,799.56:565.53,462.3528644206266,18.1,10476.467135579373
150,81530,32411182,2023-03-04,Thomas Kim,4136018338,846 Alexander Ferry West Hannahbury  NM 99367,3:8,Perfume:Estantería,215.05:636.43,269.7923005925187,8.86,5475.657699407481
151,70814,53607862,2023-06-18,Daniel Lucas,7721731915,86001 Martin Centers Suite 546 North Jamie  WV 57006,10:5,Juego de mesa:Pan,111.05:921.1,160.12079677134312,15.99,5571.869203228656
152,74456,59454253,2022-02-16,Eileen Morris,4592954119,620 Jill Park Lindseyfort  WA 42884,8:1,Sofá:Smartwatch,313.68:208.54,192.76495520458133,8.76,2533.975044795419
153,53535,33011210,2023-01-04,Nicole Brown,2123990849,525 Allison Freeway Suite 601 Tamaramouth  NH 51984,3:1,Cámara:Muñeca,565.53:47.38,10.3248522948557,22.44,1756.0851477051444
154,45302,35034155,2020-02-02,Christopher Lee,7883671477,PSC 4078  Box 7886 APO AA 58588,9:3,Patines:Coche de juguete,237.45:421.82,288.4440562290318,14.88,3128.945943770968
155,63203,43884160,2023-05-19,Wendy Haney,5667438589,0890 Perry Ferry West Donald  SD 59480,4:1,Juego de mesa:Taladro,111.05:284.01,22.171814331490676,22.95,728.9881856685095
156,30841,12838629,2021-07-20,Joshua Welch,9759070370,5732 Robert Plaza Apt. 966 Floresville  CO 55870,3:8,Herramientas de jardinería:Poesía,571.18:640.7,170.34918718541155,12.45,6681.240812814589
157,41490,36932459,2021-05-22,Dennis Williams,4493737574,51886 Angela Via Apt. 126 New Vickishire  MO 01204,8:2,Chocolate:Chocolate,959.59:959.59,756.2647623472645,17.64,8857.275237652735
158,85033,95608100,2023-12-28,Brandon Barber,5046980030,40957 Brian Expressway Hayesport  KS 03112,7:8,Semillas:Estantería,529.28:636.43,232.7942793710727,16.94,8580.545720628927
159,70034,99918823,2020-02-10,Lisa Stevens,8438577999,9197 Daniel Key Suite 693 New Derrick  UT 46153,10:7,Herramientas de jardinería:Maquillaje,571.18:497.45,776.3026927609444,11.38,8429.027307239054
160,26508,10093011,2023-03-11,Mike Williams,2194142450,02936 Reynolds Flats Suite 020 North Thomasview  UT 48272,3:9,Chaqueta:Vino,941.34:740.9,477.5455512432963,6.01,9020.584448756703
161,77109,69049222,2019-07-29,Dylan Jackson,6982611035,01639 Zachary Haven Parkertown  VT 75559,9:8,Smartphone:Mesa de comedor,940.43:444.93,1168.8733630196298,5.16,10859.59663698037
162,11896,79689261,2021-03-30,Jesus Black,4550226010,42268 Amanda Brook Apt. 354 New Jasonbury  MO 36241,10:2,Cremas para la piel:Pelota,236.27:167.61,252.55484641401952,12.35,2457.7151535859803
163,17796,22760716,2021-01-01,Richard Roberts,5571518634,Unit 6902 Box 1177 DPO AA 86834,10:9,Novela:Muñeca,951.49:47.38,271.45999383110967,19.77,9689.63000616889
164,99838,80527812,2020-11-28,Krystal Porter,2341588975,0557 Huang Club Thomasberg  MT 39713,4:6,Guantes de boxeo:Perfume,19.46:215.05,96.58418192259391,17.73,1289.2858180774062
165,54683,88983189,2021-04-21,Sarah Phillips,2658399700,7722 Bauer Wells Deborahside  ND 23697,3:3,Taladro:Raqueta de tenis,284.01:62.59,61.68393440368759,15.27,993.3860655963124
166,11005,59384604,2021-12-27,Robert Lee,1555014547,Unit 2817 Box 2385 DPO AP 24252,7:2,Cámara:Semillas,565.53:529.28,75.7086159361364,7.72,4949.281384063865
167,89617,54726157,2022-03-13,Ashley Nunez,5739546456,63140 Zachary Tunnel New Gabriel  CA 69608,8:10,Equipo de natación:Pan,540.42:921.1,557.9585891401865,21.55,12997.951410859814
168,54434,77514265,2021-07-25,Kyle Sandoval,2547720006,033 Lindsay Passage Suite 009 Yatesfort  RI 73701,5:9,Estantería:Equipo de natación,636.43:540.42,479.8046339700168,13.2,7579.325366029982
169,48304,98937896,2021-04-13,Mark Wood,7106321433,16055 Brennan Station Suite 540 Cruzmouth  OK 23071,7:5,Mesa de comedor:Fruta,444.93:186.35,385.11841129560463,6.54,3667.6815887043954
170,27906,73741966,2019-10-27,Sarah Thomas,1456949564,13908 Kristin Canyon Apt. 668 Larrychester  CO 88481,2:9,Destornillador:Rompecabezas,443.45:222.97,257.7114620645372,11.13,2647.048537935463
171,45764,93222671,2022-03-11,Randy Arnold,2643777939,580 Smith Field Port Michelle  MO 12241,2:5,Patines:Destornillador,237.45:443.45,185.71635634859203,5.6,2512.033643651408
172,34821,83350057,2021-11-27,Kelsey Robinson,2080972103,943 Steve Forks Suite 007 Burnschester  NY 27693,3:4,Silla:Raqueta de tenis,227.02:62.59,69.71560533776545,9.73,871.4343946622346
173,45925,12529969,2020-07-17,Robert Mcdonald,5552953046,4615 Curtis Track Apt. 768 Danaburgh  FM 38320,1:6,Herramientas de jardinería:Taladro,571.18:284.01,86.85226044832872,11.58,2199.967739551671
174,20912,59885917,2021-12-12,Andrew Graham,2013221224,0271 Katelyn Walk New Jordan  OR 25564,2:2,Balón de fútbol:Zapatos,498.7:903.91,153.15365485521636,5.87,2657.9363451447834
175,80488,61189419,2022-08-26,Michael Tate,3622221011,Unit 1098 Box 5924 DPO AP 92181,1:2,Champú:Herramientas de jardinería,104.26:571.18,3.547665369802316,8.31,1251.3823346301974
176,34546,10216240,2021-05-26,Charles Cox,8360111091,20159 Choi Rapid Susanton  IL 31855,5:1,Maceta:Muñeca,889.4:47.38,173.6334494021637,8.08,4328.826550597836
177,42517,55877081,2021-09-20,Jennifer White,9279017215,945 James Lane Suite 015 Rittertown  WI 42922,3:6,Laptop:Juego de mesa,364.26:111.05,84.30082150001577,7.87,1682.6491784999841
178,71611,32444206,2023-07-02,Ricky Thompson,1596281676,080 Ashley Pass Suite 652 Lake Jenniferfort  NE 63153,4:5,Cámara:Novela,565.53:951.49,158.7884409858585,6.94,6867.72155901414
179,23141,18800866,2019-10-28,Gregory Johnston,9837329947,497 Gary Dale Thomasmouth  GU 90642,8:1,Muñeca:Taladro,47.38:284.01,59.04768429661631,16.97,620.9723157033836
180,67490,37929981,2019-08-10,Mrs. Stacy Hart,2260325262,61320 Nicholas Greens Apt. 921 Mitchellburgh  SC 57914,9:2,Escritorio:Champú,912.26:104.26,512.3070908052564,18.3,7924.852909194745
181,79150,57491992,2021-12-14,Susan Hughes,6506352993,8688 Johnston Vista North Matthew  SD 39438,8:2,Raqueta de tenis:Llave inglesa,62.59:799.56,59.691851019758964,11.58,2051.7281489802413
182,32530,44634685,2021-04-24,Sara Shaw,3735455574,486 Smith Groves North Stacy  MS 09407,10:6,Laptop:Fruta,364.26:186.35,98.75868279907174,12.75,4674.691317200928
183,70165,44234829,2021-03-29,Matthew Chandler,1433977467,USCGC Hansen FPO AP 73755,6:4,Llave inglesa:Herramientas de jardinería,799.56:571.18,115.44262296290461,24.06,6990.697377037096
184,38633,28041164,2020-08-27,Joshua Schmidt,6847820745,5102 Dixon Parks Apt. 902 East Ashleyfort  WV 26194,6:1,Queso:Queso,721.62:721.62,266.188467793427,24.32,4809.471532206573
185,58700,89223869,2020-07-31,Brian Cook,5749824596,58583 Thompson Gateway Lefort  MI 02408,1:4,Equipo de natación:Llave inglesa,540.42:799.56,336.9580434224722,9.79,3411.4919565775276
186,19471,50963407,2023-02-02,Mrs. Stacy Webb MD,4936939696,6601 Carl Tunnel Suite 721 North Thomas  ND 99187,2:6,Coche de juguete:Esmalte de uñas,421.82:189.38,40.250414804489225,8.28,1947.9495851955107
187,97424,68641436,2023-05-06,Henry Davis,7743999428,1566 Howard Pike North Nicholasfurt  MN 09456,3:8,Sierra:Equipo de natación,102.97:540.42,295.14922095223125,10.48,4347.600779047768
188,77932,34435021,2021-05-28,Tony Wilson,1853901935,99129 Keith Flat Apt. 566 South Sarahbury  NY 29258,6:5,Cámara:Sofá,565.53:313.68,245.6526812935982,14.94,4730.867318706401
189,92696,35444953,2022-11-19,Billy Cobb,5884068267,USS Rogers FPO AA 24122,7:3,Semillas:Jeans,529.28:210.0,368.4946781528051,18.87,3985.335321847195
190,47935,76389417,2021-07-24,Gary Ferguson,3347777709,405 Joseph Roads Suite 312 Barbaraburgh  CA 08268,1:6,Chocolate:Semillas,959.59:529.28,180.31758681882064,22.38,3977.332413181179
191,47472,96147254,2022-05-18,Wendy Fritz,8821951816,620 Colton Isle Suite 288 Comptonmouth  NC 63808,10:7,Vino:Semillas,740.9:529.28,576.7515131682012,17.72,10554.928486831797
192,96847,30405917,2023-10-03,Ann Shepard,7242379123,388 Berry Views West Jessicaside  WV 83836,10:5,Juego de mesa:Patines,111.05:237.45,40.89017881474062,8.39,2265.2498211852594
193,84061,72735962,2021-10-02,Douglas Mitchell,4311698792,812 Becker Isle New Kimberly  GA 85486,10:7,Rompecabezas:Biografía,222.97:613.3,345.00974698161616,18.09,6195.880253018383
194,19678,69841005,2021-04-24,Gina Hamilton,5830519415,25973 David Hollow New Arthurland  CO 62990,1:3,Muñeca:Camiseta,47.38:543.61,162.8491074648679,15.29,1530.650892535132
195,32214,49713088,2022-03-01,Amber Martin,4936232522,73892 Willis Locks Clarkberg  OK 13526,7:3,Patines:Martillo,237.45:315.09,72.12522835319761,16.52,2551.8147716468025
196,89988,29202017,2021-07-01,Jason Cain,9118867321,1538 Julian Plaza New Samanthaburgh  OK 38218,4:9,Semillas:Laptop,529.28:364.26,192.57338417853185,18.51,5221.396615821468
197,41075,84170772,2023-06-12,Sarah Gonzalez,9061424017,093 Jeffrey Plain North Travis  GA 66827,6:8,Equipo de natación:Guía de viaje,540.42:369.8,69.01651880097994,21.61,6153.51348119902
198,76377,96854619,2023-11-09,Bryan Morris,2341590872,008 Cervantes Stream Lake Curtishaven  OK 41649,8:8,Perfume:Equipo de natación,215.05:540.42,432.8781179986393,15.68,5626.5618820013615
199,98559,72840609,2021-04-11,Marie Avery,4611421520,2861 Swanson Walks Victorborough  UT 80634,10:3,Jeans:Balón de fútbol,210.0:498.7,227.3950609438336,21.25,3389.9549390561665
200,67214,47633543,2022-08-04,Nicholas Salinas,2208162017,666 Christy Mount Apt. 731 South Jenniferbury  OK 36522,10:1,Cremas para la piel:Herramientas de jardinería,236.27:571.18,30.160052204923364,10.56,2914.2799477950766
201,97349,69877037,2022-06-05,Gregory Alvarado,6687361338,0341 Marie Ford East Valerieside  NY 61098,6:3,Juego de mesa:Patines,111.05:237.45,94.62958502101206,15.95,1299.970414978988
202,93764,62606052,2022-07-19,Denise Curry,5254814928,904 Jesus Light Apt. 561 North Evanport  DC 79012,2:8,Diccionario:Estantería,956.02:636.43,652.812200788833,10.28,6360.947799211166
203,39547,58586368,2021-04-25,Beth Harris,5689451959,0733 Rodney Terrace East Anthonyfurt  VA 08067,9:3,Esmalte de uñas:Champú,189.38:104.26,183.88580352328745,17.9,1851.2141964767127
204,37521,64133182,2020-06-16,Julie Beltran,6145710479,8821 Smith Fords Apt. 176 East Kevin  CT 82799,9:7,Destornillador:Sierra,443.45:102.97,354.9783944959247,15.84,4372.701605504076
205,97877,69778829,2022-12-20,Larry Miller,1904402526,658 Amanda Divide Apt. 796 Marystad  HI 35995,7:7,Taladro:Smartwatch,284.01:208.54,39.77722956948926,24.32,3432.3927704305106
206,65125,48710610,2022-02-28,Mrs. Patricia Harmon,8428794022,USS Miller FPO AA 16504,1:6,Herramientas de jardinería:Fruta,571.18:186.35,75.61215319863854,24.96,1638.6278468013613
207,32976,91901339,2019-10-29,Edwin Rollins,6787949733,PSC 0247  Box 5889 APO AE 26656,10:6,Esmalte de uñas:Patines,189.38:237.45,105.69121300439713,11.61,3224.418786995603
208,22138,71381019,2020-05-20,David Marshall,3071686274,96730 Huerta Haven Suite 190 New Tyroneville  AZ 58604,8:1,Taladro:Biografía,284.01:613.3,259.3042166226973,19.57,2645.645783377303
209,96701,89989857,2023-01-23,Jacqueline Williams,2485339431,9564 Brian Corner Apt. 498 Anthonyshire  TN 68697,1:3,Poesía:Pan,640.7:921.1,208.74011556211303,15.99,3211.249884437887
210,90257,83829372,2023-01-16,Joseph Harris,1829857676,028 William Mall Suite 783 Sharonton  SD 41832,8:3,Queso:Sierra,721.62:102.97,196.21070167293794,20.66,5906.319298327062
211,26257,38508225,2020-04-22,Kimberly Jordan,2659133392,070 Zamora Summit Javierburgh  AK 79478,4:3,Jeans:Guantes de boxeo,210.0:19.46,44.31783066203061,20.04,874.1021693379694
212,58821,96194983,2021-04-08,James Hayes,5049816103,0127 Watts Drive South Derekton  WI 63353,9:4,Biografía:Zapatos,613.3:903.91,705.8494324365674,24.15,8453.640567563432
213,51422,53498045,2019-09-14,Michael Davis,5988966162,3179 Joseph Ranch Apt. 534 North Jasonton  WI 70393,3:6,Cremas para la piel:Llave inglesa,236.27:799.56,114.96256958875398,12.51,5403.717430411246
214,95781,94516747,2023-02-20,Joshua Lang,8086347713,1366 Frazier Islands Suite 328 West Amyside  RI 72172,9:2,Smartphone:Vino,940.43:740.9,690.6403417139541,8.86,9263.889658286045
215,54758,88986855,2022-05-24,Kimberly Joyce,6651347409,134 Johnson Crest Lake Sandramouth  AS 16724,5:2,Taladro:Guía de viaje,284.01:369.8,121.27952227371144,18.24,2056.6104777262885
216,38420,82217057,2020-04-06,Cody Patterson,4537539110,6152 Newman Passage Apt. 077 Port Meganburgh  NM 05908,9:9,Smartwatch:Smartphone,208.54:940.43,186.35913023046862,17.44,10171.810869769532
217,88906,76811375,2024-04-13,Anthony Mills,9173871166,3328 Olsen Lodge Suite 179 Lake Jill  AR 07543,5:9,Destornillador:Mesa de comedor,443.45:444.93,487.0850434123028,6.2,5740.734956587697
218,79609,24378431,2022-06-10,Todd Byrd,1697518234,PSC 3205  Box 9837 APO AP 14811,8:4,Fruta:Diccionario,186.35:956.02,95.67333852132657,8.75,5227.956661478674
219,60364,70833503,2021-06-11,Gina Bradley,4877949688,14753 Deborah Square Lake Laura  PW 56478,5:4,Llave inglesa:Novela,799.56:951.49,38.66322868115339,15.91,7781.006771318846
220,37673,37557396,2020-06-06,Lauren Martinez DVM,8119118596,5816 Blake Summit Pettyfurt  MP 56527,4:6,Martillo:Equipo de natación,315.09:540.42,341.240073458506,15.13,4176.769926541493
221,66367,42768352,2023-05-26,Juan Bryant,7146129641,4031 Kevin Union Apt. 740 Port Laura  CO 68754,3:9,Patines:Jeans,237.45:210.0,232.2671883667478,20.36,2390.4428116332524
222,48581,27752854,2022-02-10,Caleb Phillips,3985647656,30367 Clayton Cliff Lake Morgan  MN 11262,9:10,Chocolate:Maquillaje,959.59:497.45,734.8887201953976,12.75,12888.671279804603
223,28027,59082748,2021-03-05,Jessica Flores DVM,3667282601,16295 Sandoval Gardens Lake Deborah  GA 57466,7:6,Chocolate:Sierra,959.59:102.97,152.56455478128456,24.74,7207.125445218715
224,25409,67519101,2021-05-06,Tiffany Molina,2472800353,8739 Matthew Rapid Cobbfurt  NM 48558,4:2,Laptop:Semillas,364.26:529.28,209.13935199960807,11.32,2317.780648000392
225,29986,25079369,2021-10-28,Caleb Bonilla,5284860412,Unit 3461 Box 0681 DPO AP 05943,4:8,Patines:Mesa de comedor,237.45:444.93,292.4084613257276,5.06,4221.891538674273
226,23199,97365631,2023-10-02,William Murray,1187403100,436 Joseph Fort Jeremyport  MD 60295,6:10,Taladro:Fertilizante,284.01:231.17,207.2372178830003,14.33,3822.852782116999
227,71006,60691711,2019-05-11,Michael Watkins,1415780188,420 Anne Row New Johnport  IN 06496,8:3,Champú:Balón de fútbol,104.26:498.7,18.444915307763583,15.34,2327.0750846922365
228,15281,99168444,2022-03-07,Johnny Hudson,5812845915,315 Robinson Parkways Suite 134 Port Nicolemouth  DE 77765,10:10,Laptop:Cremas para la piel,364.26:236.27,58.43904740737403,17.56,5964.420952592626
229,90726,20302155,2021-01-11,Anthony Ortiz,9672353671,625 Davis Passage Apt. 863 Port Elizabethshire  AS 33558,9:5,Maquillaje:Perfume,497.45:215.05,271.0817226766013,16.31,5297.528277323399
230,52920,21017043,2019-10-16,Julia Richard,3026409623,Unit 8837 Box 2677 DPO AP 88480,1:2,Vestido:Rompecabezas,530.67:222.97,46.58289970337435,21.29,951.3171002966255
231,51158,27057067,2021-07-16,Jeffrey Knight,1755959097,27354 Ibarra Loop Port Kelliport  WY 10182,9:2,Herramientas de jardinería:Poesía,571.18:640.7,197.9502265198128,6.93,6230.999773480188
232,66515,55791379,2019-11-25,Charles Jackson,3109171116,8123 Fowler Lodge Apt. 538 Mendozaville  KY 75248,2:2,Smartphone:Martillo,940.43:315.09,245.1057100097967,13.56,2279.494289990203
233,22117,96711284,2020-10-21,Travis Elliott,8506057140,27080 Misty Court Suite 870 East Jared  TN 94070,10:7,Juego de mesa:Fertilizante,111.05:231.17,136.7869508146386,18.19,2610.093049185361
234,27333,96375472,2022-07-19,Matthew Cole,3097653870,086 Joseph Lodge Dennisborough  NH 88815,6:3,Pelota:Vino,167.61:740.9,170.99795854554029,6.6,3063.9620414544593
235,89844,34211716,2021-09-25,David Morse,6568004169,496 Preston Flat Lake Mariachester  ME 27813,7:7,Estantería:Muñeca,636.43:47.38,447.0061819742209,21.54,4361.203818025778
236,71178,15646170,2024-02-07,Jesse Keller,1050013208,PSC 5443  Box 4241 APO AP 02039,1:7,Vino:Camiseta,740.9:543.61,200.05277659639899,21.78,4367.897223403601
237,16312,50845757,2024-02-08,Heather Johnson,4611608553,803 Fuentes Lake Apt. 401 North Nicholasmouth  NE 95917,7:7,Juego de mesa:Juego de mesa,111.05:111.05,99.81461567274229,13.43,1468.3153843272578
238,70314,41488853,2023-02-08,April Fox,1109627629,861 Morris Light Woodside  WI 50498,7:9,Fertilizante:Fertilizante,231.17:231.17,192.7348508544397,6.93,3512.9151491455596
239,46870,44968721,2022-06-18,Eric Oliver,5245461454,2684 Timothy Lodge Garciaton  MT 11504,5:3,Esmalte de uñas:Esmalte de uñas,189.38:189.38,36.18668858036168,22.0,1500.8533114196382
240,80133,22201051,2022-03-19,Diane Conley,1042769400,49691 Smith Prairie New John  KS 95359,4:9,Esmalte de uñas:Cremas para la piel,189.38:236.27,45.25047574106423,8.97,2847.669524258936
241,53356,71484783,2019-05-15,Shelby Garcia,1987633193,640 Joseph Springs Apt. 463 Chapmanburgh  CA 36546,6:5,Martillo:Perfume,315.09:215.05,81.16272141110728,20.44,2905.067278588893
242,26847,85102482,2024-01-04,David Moore,2975468289,5936 Tyler Drives Apt. 724 West Kevin  CT 94373,9:6,Zapatos:Estantería,903.91:636.43,728.5957381751194,6.42,11231.594261824881
243,72169,59420889,2019-04-15,Lauren Jackson,1413044179,7840 Sullivan Forks Allenchester  CA 75208,5:4,Vestido:Guantes de boxeo,530.67:19.46,231.49311852852492,8.1,2507.796881471475
244,53766,45572892,2021-01-04,Kelly Lawson,2230761535,115 Maxwell Spur Suite 866 East Melissafort  OR 21152,4:10,Pan:Juego de mesa,921.1:111.05,182.73159196277516,24.43,4636.5984080372245
245,55288,24087957,2022-09-07,Matthew Bowen,3983875937,PSC 5488  Box 1257 APO AP 53419,5:4,Smartphone:Taladro,940.43:284.01,149.52391543001866,10.19,5698.85608456998
246,72095,87124056,2022-05-06,Andre Lee,7786171756,95511 Watson Stream Apt. 923 Port Jerryborough  OR 96232,7:10,Maquillaje:Fertilizante,497.45:231.17,95.01474575528013,6.42,5705.25525424472
247,84610,22742548,2019-08-25,Keith Phillips,8028858747,7230 Soto Manors Apt. 443 North Jobury  CA 32151,10:2,Jeans:Jeans,210.0:210.0,159.8172780920189,17.98,2378.162721907981
248,54124,91593837,2023-09-08,John Obrien,8565757957,61573 Stone Parkway Suite 350 Nathanland  OH 05138,5:4,Equipo de natación:Pelota,540.42:167.61,133.87005856328227,21.36,3260.0299414367178
249,37254,24570898,2021-09-19,John Moody,7987083991,343 Lopez Coves East Brian  FL 17327,5:6,Biografía:Silla,613.3:227.02,304.8937964040365,7.7,4131.426203595963
250,20745,40180208,2020-03-18,David Armstrong,1024077539,9177 Morgan Highway Suite 506 North Wesleyland  AS 28117,6:4,Cremas para la piel:Destornillador,236.27:443.45,196.9919813384395,5.78,3000.208018661561
251,15379,15618977,2021-07-08,Catherine Leblanc,3738637070,66293 Grimes Turnpike Suite 980 Andradeshire  MS 07488,8:6,Champú:Smartwatch,104.26:208.54,84.98301112729818,10.13,2010.4669888727021
252,91247,70786547,2019-08-20,Danielle Andrews,6366585859,91359 Perry Summit East Cassidyview  UT 97926,7:2,Destornillador:Martillo,443.45:315.09,248.43282872067505,9.52,3495.417171279325
253,45988,46350812,2020-04-03,Karen Lynn,7946918817,83765 Joshua Pine Port Jennifer  MD 38663,3:7,Smartwatch:Vino,208.54:740.9,415.26588662129217,21.58,5418.234113378708
254,29582,23660939,2019-08-14,Sarah Lopez,6660400301,PSC 6976  Box 2984 APO AP 10840,9:10,Laptop:Pelota,364.26:167.61,347.6283250666239,18.08,4624.891674933377
255,35696,74481426,2022-04-04,Mark Jackson,9076330786,PSC 3421  Box 6608 APO AP 42898,8:2,Pan:Queso,921.1:721.62,114.81967131952386,22.92,8720.140328680478
256,31159,13398554,2022-07-08,Sherry Moss,6488409224,165 Roberts Camp Patriciaton  IN 40060,2:10,Fertilizante:Cremas para la piel,231.17:236.27,124.07815829619216,20.87,2721.831841703808
257,78794,21804424,2022-08-16,Zachary Waters,4891038895,185 Donald Mountain Apt. 838 North Jimmy  VT 71007,3:6,Vestido:Herramientas de jardinería,530.67:571.18,361.78715982105984,6.53,4663.83284017894
258,52267,17765345,2019-10-03,Jason Richards,5897934435,USS Johnson FPO AP 86473,9:3,Champú:Sofá,104.26:313.68,106.78983536778814,19.32,1791.910164632212
259,64101,82279579,2022-07-03,Meagan Lopez,1123381946,88405 Chloe Walk Suite 407 North Lucas  NE 35858,9:7,Juego de mesa:Smartphone,111.05:940.43,21.098862548987952,24.77,7586.131137451011
260,64875,44595955,2022-06-13,Gary Hampton,7458114457,4188 Baker Field New Anna  MP 41062,4:10,Taladro:Guía de viaje,284.01:369.8,33.559075817867296,21.15,4821.630924182133
261,74533,22869425,2022-09-15,Hannah Schaefer,6337069761,81975 Wilson Circle Suite 228 Williamsfurt  NJ 75624,7:4,Balón de fútbol:Llave inglesa,498.7:799.56,49.23708708479121,7.53,6647.432912915208
262,84554,23993074,2019-07-23,Richard Hays,9060909734,117 Hall Springs East Kiarashire  NY 32715,10:5,Zapatos:Guantes de boxeo,903.91:19.46,876.25814576363,6.87,8267.01185423637
263,94205,61046239,2020-06-22,William Kelley,2363955637,15038 Brown Squares Morrisonmouth  IA 51012,3:2,Herramientas de jardinería:Estantería,571.18:636.43,114.5151311064569,20.74,2892.6248688935425
264,98780,90843431,2020-04-18,Aaron Phillips,9922104732,305 Owens Ridge Michaelborough  DC 75563,8:10,Pelota:Perfume,167.61:215.05,201.37437018300463,12.05,3302.055629816996
265,10875,85975887,2023-05-19,Jean Rogers,1901511125,74850 Amy Trace North Deborahbury  NE 06066,8:8,Guía de viaje:Escritorio,369.8:912.26,448.2117422297093,7.71,9815.97825777029
266,95523,24548819,2019-05-08,Jonathan Young,1739997556,3849 Mann Oval South Troy  GU 82824,5:1,Cremas para la piel:Martillo,236.27:315.09,37.6122882595536,21.4,1480.2277117404465
267,60078,51622645,2022-10-29,Ian Rivera,3696353328,271 Castro Court Suite 703 Thompsonfort  FL 94809,6:6,Coche de juguete:Guantes de boxeo,421.82:19.46,251.4109441736896,5.02,2401.2890558263107
268,63963,21114454,2024-03-04,Ryan Mccoy,2471335965,884 Randy Oval Apt. 836 New Christine  FL 18500,1:10,Semillas:Estantería,529.28:636.43,3.3059379698737037,7.77,6898.044062030126
269,84911,15620417,2020-09-08,Ashley Jackson,4489572041,86196 Rose Unions Suite 862 North Christopherborough  NC 92140,5:8,Laptop:Rompecabezas,364.26:222.97,322.6534987283717,18.78,3301.1865012716285
270,12473,68031846,2023-03-07,Caitlin Martinez,5813500712,Unit 2574 Box 3767 DPO AE 72972,2:4,Zapatos:Taladro,903.91:284.01,216.0499990466971,19.55,2747.360000953303
271,68219,29665039,2022-11-14,Christine Price,4201540031,89389 Paula Tunnel Suite 747 New Alisonhaven  FM 25986,4:5,Escritorio:Cremas para la piel,912.26:236.27,149.74014552176934,14.84,4695.489854478231
272,21064,96694796,2019-10-28,Monica Ibarra,2964251174,9737 Michael Garden Suite 096 New William  KY 33069,10:3,Vino:Pan,740.9:921.1,749.9935526672256,12.73,9435.036447332774
273,45697,18449588,2020-12-02,Nathan Roberts,4341925740,9749 Eaton Trace West Timfort  WV 38546,6:8,Camiseta:Vestido,543.61:530.67,183.22294651323892,18.97,7342.767053486761
274,19998,48752185,2022-11-08,Diana Spears,9397521934,13192 Jason Camp New Williamton  WV 15430,10:3,Coche de juguete:Regadera,421.82:805.3,118.99415082053525,14.46,6529.565849179464
275,39241,53527598,2021-01-01,Kevin Parker,4497958269,43406 Morrison Expressway Apt. 711 Christopherfort  MP 60197,7:2,Poesía:Sierra,640.7:102.97,344.46080180848514,18.85,4365.229198191515
276,81655,81354767,2022-11-06,Paula Riley,9011542262,PSC 2646  Box 8904 APO AP 08121,7:7,Maceta:Martillo,889.4:315.09,704.241208248626,17.61,7744.798791751374
277,17118,83690008,2021-07-28,Benjamin Hamilton,7325512237,8174 Moss Station Suite 261 Lake Jennifer  IN 24129,7:10,Fruta:Tablet,186.35:397.13,159.72081955652445,10.78,5126.809180443475
278,88811,82837623,2020-12-31,Michael Villa,9253598554,77053 Scott Cliffs Suite 352 North Tracymouth  VA 51545,8:9,Estantería:Fertilizante,636.43:231.17,18.926744660999343,24.33,7177.373255339
279,76911,83665714,2022-01-12,Miss Samantha Wilcox,7117136529,53851 Yang Row Suite 181 South Michelle  AZ 19016,9:9,Chaqueta:Escritorio,941.34:912.26,483.7247784829685,19.52,16218.195221517033
280,26402,15536674,2021-10-10,Dave Duncan,3775570161,63444 Taylor Stravenue West Dylan  VA 40154,4:2,Perfume:Patines,215.05:237.45,45.948092663955514,13.72,1302.8719073360444
